Author,BookID,WikipediaLink
"Feldhaus, Franz M. (Franz Maria)",51851,https://de.wikipedia.org/wiki/Franz_Maria_Feldhaus
"Franklin, Jay",51854,https://en.wikipedia.org/wiki/John_Franklin_Carter
"Hunt, Robert",51897,https://en.wikipedia.org/wiki/Robert_Hunt_(scientist)
"Brittain, Vera",51907,https://en.wikipedia.org/wiki/Vera_Brittain
"Niemi, Vihtori",52037,https://fi.wikipedia.org/wiki/Vihtori_Niemi
"Grant, James",52078,https://en.wikipedia.org/wiki/James_Grant_(1822%E2%80%931887)
"Holder, Charles Frederick",52085,https://en.wikipedia.org/wiki/Charles_Frederick_Holder
"Southard, Elmer Ernest",52105,https://en.wikipedia.org/wiki/Elmer_Ernest_Southard
"Westermarck, Edward",52106,https://en.wikipedia.org/wiki/Edvard_Westermarck
"Kierkegaard, Søren",52109,https://en.wikipedia.org/wiki/S%C3%B8ren_Kierkegaard
"Baena, Nuno",52111,https://eo.wikipedia.org/wiki/Nuno_Baena
